rule_name	reaction_class	smarts	atoms_to_keep	atoms_to_add	protected_example	cleaved_example	decoys	h2o	bases	nucleophiles	electrophiles	reduction	oxidation	p_mol
diol_13_cyclohexanone	diol	[O;D2;x0;r6:1]1-;@[C;D4;x2;z1]2([C;D2;x0;z1][C;D2;x0;z1][C;D2;x0;z1][C;D2;x0;z1][C;D2;x0;z1]2)-[O;D2;x0:2][C:3][C:4]!#[C:5]1	[1,2,3,4,5]	[]	CC1CCOC2(CCCCC2)O1	CC(O)CCO	[]	None	None	None	None	None	None	O=C1CCCCC1
diol_13_cyclopentanone	diol	[O;D2;x0;r6:1]1-;@[C;D4;x2;z1]2([C;D2;x0;z1][C;D2;x0;z1][C;D2;x0;z1][C;D2;x0;z1]2)-[O;D2;x0:2][C:3][C:4]!#[C:5]1	[1,2,3,4,5]	[]	CC1CCOC2(CCCC2)O1	CC(O)CCO	[]	None	None	None	None	None	None	O=C1CCCC1
diol_13_diacetal	diol	[O;D2;x0;r7:1]1-;@[C;D4;x2;z1]([O;D2;x0][C;D1])([C;D1])[C;D4;x2;z1]([O;D2;x0][C;D1])([C;D1])-[O;D2;x0:2][C:3][C:4]!#[C:5]1	[1,2,3,4,5]	[]	COC1(C)OCCC(C)OC1(C)OC	CC(O)CCO	[]	None	None	None	None	None	None	COC(C)C(C)OC
diol_13_formalin	diol	[O;D2;x0;r6:1]1-;@[C;D2;x2;z1]-[O;D2;x0:2][C:3][C:4]!#[C:5]1	[1,2,3,4,5]	[]	CC1CCOCO1	CC(O)CCO	[]	None	None	None	None	None	None	C=O
hydroxyl_acyl	hydroxyl	[O;D2:1]-;!@[C;z2;x2](=O)-[C;D1]	[1]	[]	CC(C)OC(=O)C	CC(C)O	"[""CC(C)OC(=O)CC""]"	{'pH < 1, 100°C': 2, 'pH = 1, RT': 0, 'pH = 4, RT': 0, 'pH = 9, RT': 1, 'pH = 12, RT': 2, 'pH > 12, 100°C': 2}	{'LDA': 2, 'NEt3, Py': 0, 't-BuOK': 2, 'DCC': 0, 'SOCl2': 0}	{'RLi': 2, 'RMgX': 2, 'RCuLi': 0, 'Enolates': 2, 'NH3, RNH2': 1, 'NaOCH3': 2}	{'RCOCl': 0, 'RCHO': 0, 'CH3I': 0, ':CCl2': 0, 'Bu3SnH': 0}	{'H2 / Ni': 0, 'H2 / Rh': 0, 'Zn / HCl': 0, 'Na / NH3': 2, 'LiAlH4': 2, 'NaBH4': 0}	{'KMnO4': 0, 'OsO4': 0, 'CrO3 / Py': 0, 'RCOOOH': 0, 'I2, Br2, Cl2': 0, 'MnO2 / CH2Cl2': 0}	CC(=O)Cl
hydroxyl_alloc	hydroxyl	[O;D2:1]-;!@[C;z2;x3](=O)[O;D2;x0]-[C;D2;z1;x1][C;D2;x0;z2]=[C;D1]	[1]	[]	CC(C)OC(=O)OCC=C	CC(C)O	[]	None	None	None	None	None	None	C=CCOC(=O)Cl
hydroxyl_allyl	hydroxyl	[O;D2:1]-;!@[C;D2;z1;x1][C;D2;x0;z2]=[C;D1]	[1]	[]	CC(C)OCC=C	CC(C)O	[]	{'pH < 1, 100°C': 2, 'pH = 1, RT': 0, 'pH = 4, RT': 0, 'pH = 9, RT': 0, 'pH = 12, RT': 1, 'pH > 12, 100°C': 2}	{'LDA': 0, 'NEt3, Py': 0, 't-BuOK': 2, 'DCC': 0, 'SOCl2': 0}	{'RLi': 0, 'RMgX': 0, 'RCuLi': 0, 'Enolates': 0, 'NH3, RNH2': 0, 'NaOCH3': 2}	{'RCOCl': 0, 'RCHO': 0, 'CH3I': 0, ':CCl2': 2, 'Bu3SnH': 2}	{'H2 / Ni': 2, 'H2 / Rh': 2, 'Zn / HCl': 0, 'Na / NH3': 2, 'LiAlH4': 0, 'NaBH4': 0}	{'KMnO4': 2, 'OsO4': 2, 'CrO3 / Py': 0, 'RCOOOH': 2, 'I2, Br2, Cl2': 2, 'MnO2 / CH2Cl2': 2}	C=CCBr
hydroxyl_amine_acetone	hydroxyl	[O;D2;x0;r5:1]1-;@[C;D4;x2;z1]([C;D1])([C;D1])-[N;z1:2][C:3]!#[C:4]1	[1,2,3,4]	[]	CC1CN(C(C)=O)C(C)(C)O1	CC(O)CNC(C)=O	[]	None	None	None	None	None	None	CC(=O)C
hydroxyl_benzoate	hydroxyl	[O;D2:1]-;!@[C;z2;x2](=O)-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D2]:[C;D2]:[C;D2]:1	[1]	[]	C1=CC=C(C=C1)C(=O)OC(C)C	CC(C)O	"[""COC1=CC=C(C=C1)C(=O)OC(C)C""]"	{'pH < 1, 100°C': 2, 'pH = 1, RT': 0, 'pH = 4, RT': 0, 'pH = 9, RT': 0, 'pH = 12, RT': 1, 'pH > 12, 100°C': 2}	{'LDA': 0, 'NEt3, Py': 0, 't-BuOK': 0, 'DCC': 0, 'SOCl2': 0}	{'RLi': 2, 'RMgX': 2, 'RCuLi': 0, 'Enolates': 1, 'NH3, RNH2': 1, 'NaOCH3': 1}	{'RCOCl': 0, 'RCHO': 0, 'CH3I': 0, ':CCl2': 0, 'Bu3SnH': 0}	{'H2 / Ni': 0, 'H2 / Rh': 0, 'Zn / HCl': 0, 'Na / NH3': 2, 'LiAlH4': 2, 'NaBH4': 0}	{'KMnO4': 0, 'OsO4': 0, 'CrO3 / Py': 0, 'RCOOOH': 0, 'I2, Br2, Cl2': 0, 'MnO2 / CH2Cl2': 0}	O=C(Cl)c1ccccc1
hydroxyl_benzyl	hydroxyl	[O;D2:1]-;!@[C;D2;z1;x1]-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D2]:[C;D2]:[C;D2]:1	[1]	[]	CC(C)OCc1ccccc1	CC(C)O	"[""CC(C)OCc1cccc(C)c1"",""CC(C)OC(C)c1ccccc1""]"	{'pH < 1, 100°C': 2, 'pH = 1, RT': 0, 'pH = 4, RT': 0, 'pH = 9, RT': 0, 'pH = 12, RT': 0, 'pH > 12, 100°C': 0}	{'LDA': 0, 'NEt3, Py': 0, 't-BuOK': 0, 'DCC': 0, 'SOCl2': 0}	{'RLi': 0, 'RMgX': 0, 'RCuLi': 0, 'Enolates': 0, 'NH3, RNH2': 0, 'NaOCH3': 0}	{'RCOCl': 0, 'RCHO': 0, 'CH3I': 0, ':CCl2': 0, 'Bu3SnH': 0}	{'H2 / Ni': 2, 'H2 / Rh': 0, 'Zn / HCl': 0, 'Na / NH3': 2, 'LiAlH4': 0, 'NaBH4': 0}	{'KMnO4': 0, 'OsO4': 0, 'CrO3 / Py': 0, 'RCOOOH': 0, 'I2, Br2, Cl2': 1, 'MnO2 / CH2Cl2': 0}	BrCc1ccccc1
hydroxyl_boc	hydroxyl	[O;D2:1]-;!@[C;z2;x3](=O)[O;D2;x0]-[C;D4;x1;z1]([C;D1])([C;D1])[C;D1]	[1]	[]	CC(C)OC(=O)OC(C)(C)C	CC(C)O	[]	None	None	None	None	None	None	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C
hydroxyl_bom	hydroxyl	[O;D2:1]-;!@[C;D2;x2;z1][O;D2;x0][C;D2;z1;x1]-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D2]:[C;D2]:[C;D2]:1	[1]	[]	CC(C)OCOCc1ccccc1	CC(C)O	[]	None	None	None	None	None	None	ClCOCc1ccccc1
hydroxyl_chloro_tritil	hydroxyl	[O;D2:1]-;!@[C;D4;z1;x1](-[C;a;r6]:1:[C;D3;x1]([Cl;D1]):[C;D2]:[C;D2]:[C;D2]:[C;D2]:1)(-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D2]:[C;D2]:[C;D2]:1)-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D2]:[C;D2]:[C;D2]:1	[1]	[]	CC(C)OC(c1c(Cl)cccc1)(c1ccccc1)c1ccccc1	CC(C)O	[]	None	None	None	None	None	None	ClC(c1ccccc1Cl)(c1ccccc1)c1ccccc1
hydroxyl_dimethoxybenzyl	hydroxyl	[O;D2:1]-;!@[C;D2;z1;x1]-[C;a;r6]:1:[C;D3;x1]([O;D2;x0][C;D1]):[C;D2]:[C;D3;x1]([O;D2;x0][C;D1]):[C;D2]:[C;D2]:1	[1]	[]	CC(C)OCc1c(OC)cc(OC)cc1	CC(C)O	[]	None	None	None	None	None	None	ClCc1c(OC)cc(OC)cc1
hydroxyl_dimetoxy_tritil	hydroxyl	[O;D2:1]-;!@[C;D4;z1;x1](-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D3;x1]([O;D2;x0][C;D1]):[C;D2]:[C;D2]:1)(-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D3;x1]([O;D2;x0][C;D1]):[C;D2]:[C;D2]:1)-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D2]:[C;D2]:[C;D2]:1	[1]	[]	COc1ccc(cc1)C(OC(C)C)(c1ccccc1)c1ccc(OC)cc1	CC(C)O	"[""CC(C)OC(c1ccccc1)(c1ccccc1)c1ccccc1""]"	None	None	None	None	None	None	COc1ccc(C(Cl)(c2ccccc2)c2ccc(OC)cc2)cc1
hydroxyl_dmab_enamine	hydroxyl	[O;D2:1]-;!@[C;D2;x1;z1]-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D3;x1](:[C;D2]:[C;D2]:1)-[N;D2;x0;z1]-[C;z2;x1;D3]([C;D2;x0;z1][C;D3;x0;z1]([C;D1])[C;D1])=[C;D3;r6;x0;z2]1[C;x1;z2;D3](=O)[C;D2][C;D4;x0;z1]([C;D1])([C;D1])[C;D2][C;D3;x1;z2]1=O	[1]	[]	CC(C)CC(NC1=CC=C(COC(C)=O)C=C1)=C1C(=O)CC(C)(C)CC1=O	CC(O)=O	[]	None	None	None	None	None	None	CC(C)CC(=O)C1C(=O)CC(C)(C)CC1=O
hydroxyl_dmab_imine	hydroxyl	[O;D2:1]-;!@[C;D2;x1;z1]-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D3;x1](:[C;D2]:[C;D2]:1)-[N;D2;x0;z2]=[C;x1;D3]([C;D2;x0;z1][C;D3;x0;z1]([C;D1])[C;D1])-[C;D3;r6;x0;z1]1[C;x1;z2;D3](=O)[C;D2][C;D4;x0;z1]([C;D1])([C;D1])[C;D2][C;D3;x1;z2]1=O	[1]	[]	CC(C)CC(=NC1=CC=C(COC(C)=O)C=C1)C1C(=O)CC(C)(C)CC1=O	CC(O)=O	[]	None	None	None	None	None	None	CC(C)CC(=O)C1C(=O)CC(C)(C)CC1=O
hydroxyl_ee	hydroxyl	[O;D2:1]-;!@[C;D3;x2;z1]([O;D2;x0][C;D2;x1;z1][C;D1])[C;D1]	[1]	[]	CC(C)OC(C)OCC	CC(C)O	"[""CC(C)OC(CC)OCC""]"	None	None	None	None	None	None	CCOC=C
hydroxyl_ethyl	hydroxyl	[O;D2:1]-;!@[C;D2;z1;x1]-[C;D1]	[1]	[]	CC(C)OCC	CC(C)O	[]	None	None	None	None	None	None	CCBr
hydroxyl_fmoc	hydroxyl	[O;D2:1]-;!@[C;z2;x3](=O)[O;D2;x0]-[C;D2;x1;z1][C;D3;z1;x0;r5]1[C;a;r6]:2:[C;D2]:[C;D2]:[C;D2]:[C;D2]:[C;D3]:2-[C;a;r6]:3:[C;D2]:[C;D2]:[C;D2]:[C;D2]:C1:3	[1]	[]	CC(C)OC(=O)OCC1C2=CC=CC=C2C2=C1C=CC=C2	CC(C)O	[]	None	None	None	None	None	None	O=C(Cl)OCC1c2ccccc2-c2ccccc21
hydroxyl_mem	hydroxyl	[O;D2:1]-;!@[C;D2;x2;z1][O;D2;x0][C;D2;z1;x1][C;D2;z1;x1][O;D2;x0][C;D1]	[1]	[]	COCCOCOC(C)C	CC(C)O	[]	None	None	None	None	None	None	ClCOCCOC
hydroxyl_methoxy_benzoate	hydroxyl	[O;D2:1]-;!@[C;z2;x2](=O)-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D3;x1]([O;D2;x0][C;D1]):[C;D2]:[C;D2]:1	[1]	[]	COC1=CC=C(C=C1)C(=O)OC(C)C	CC(C)O	"[""C1=CC=C(C=C1)C(=O)OC(C)C""]"	None	None	None	None	None	None	COc1ccc(C(=O)Cl)cc1
hydroxyl_methoxy_benzyl	hydroxyl	[O;D2:1]-;!@[C;D2;z1;x1]-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D3;x1]([O;D2;x0][C;D1]):[C;D2]:[C;D2]:1	[1]	[]	CC(C)OCc1ccc(OC)cc1	CC(C)O	"[""CC(C)OCc1ccc(OCC)cc1"",""CC(C)OCc1cc(OC)ccc1""]"	None	None	None	None	None	None	COc1ccc(CCl)cc1
hydroxyl_methyl	hydroxyl	[O;D2:1]-;!@[C;D1]	[1]	[]	CC(C)OC	CC(C)O	"[""CC(C)OCC""]"	None	None	None	None	None	None	CI
hydroxyl_mmt	hydroxyl	[O;D2:1]-;!@[C;D4;z1;x1](-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D3;x1]([O;D2;x0][C;D1]):[C;D2]:[C;D2]:1)(-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D2]:[C;D2]:[C;D2]:1)-[C;a;r6]:1:[C;D2]:[C;D2]:[C;D2]:[C;D2]:[C;D2]:1	[1]	[]	c1ccc(cc1)C(OC(C)C)(c1ccccc1)c1ccc(OC)cc1	CC(C)O	"[""CC(C)OC(c1ccccc1)(c1ccccc1)c1ccccc1""]"	None	None	None	None	None	None	COc1ccc(C(Cl)(c2ccccc2)c2ccccc2)cc1
hydroxyl_mom	hydroxyl	[O;D2:1]-;!@[C;D2;x2;z1][O;D2;x0][C;D1]	[1]	[]	CC(C)OCOC	CC(C)O	"[""CC(C)OC(C)OC""]"	{'pH < 1, 100°C': 2, 'pH = 1, RT': 2, 'pH = 4, RT': 0, 'pH = 9, RT': 0, 'pH = 12, RT': 0, 'pH > 12, 100°C': 1}	{'LDA': 0, 'NEt3, Py': 0, 't-BuOK': 0, 'DCC': 0, 'SOCl2': 0}	{'RLi': 0, 'RMgX': 0, 'RCuLi': 0, 'Enolates': 0, 'NH3, RNH2': 0, 'NaOCH3': 0}	{'RCOCl': 0, 'RCHO': 0, 'CH3I': 0, ':CCl2': 0, 'Bu3SnH': 0}	{'H2 / Ni': 0, 'H2 / Rh': 0, 'Zn / HCl': 2, 'Na / NH3': 0, 'LiAlH4': 0, 'NaBH4': 0}	{'KMnO4': 0, 'OsO4': 0, 'CrO3 / Py': 0, 'RCOOOH': 1, 'I2, Br2, Cl2': 2, 'MnO2 / CH2Cl2': 0}	ClCOC
hydroxyl_mop	hydroxyl	[O;D2:1]-;!@[C;D4;x2;z1]([O;D2;x0][C;D1])([C;D1])[C;D1]	[1]	[]	CC(C)OC(C)(C)OC	CC(C)O	[]	None	None	None	None	None	None	C=C(C)OC
hydroxyl_mpe	hydroxyl	[O;D2:1]-;!@[C;D4;x1;z1]([C;D1])([C;D2;x0;z1][C;D1])[C;D2;x0;z1][C;D1]	[1]	[]	CC(C)OC(CC)(CC)C	CC(C)O	[]	None	None	None	None	None	None	CCC(C)(Cl)CC
hydroxyl_naphthyl	hydroxyl	[O;D2:1]-;!@[C;D2;z1;x1]-[C;a;r6]:1:[C;D2]:[C;D3]:2:[C;D2]:[C;D2]:[C;D2]:[C;D2]:[C;D3]:2:[C;D2]:[C;D2]:1	[1]	[]	CC(C)OCC1=CC2=C(C=CC=C2)C=C1	CC(C)O	"[""CC(C)OCc1ccccc1""]"	None	None	None	None	None	None	ClCc1ccc2ccccc2c1
hydroxyl_o_nitrobenzyl	hydroxyl	[O;D2:1]-;!@[C;D2;z1;x1]-[C;a;r6]:1:[C;D3;x1]([N+](=O)[O-]):[C;D2]:[C;D2]:[C;D2]:[C;D2]:1	[1]	[]	CC(C)OCc1c(N(=O)=O)cccc1	CC(C)O	"[""CC(C)OC(OC)c1c(N(=O)=O)cccc1""]"	None	None	None	None	None	None	ClCc1ccccc1[N+](=O)[O-]
hydroxyl_piv	hydroxyl	[O;D2:1]-;!@[C;z2;x2](=O)-[C;D4;x0;z1]([C;D1])([C;D1])[C;D1]	[1]	[]	CC(C)OC(=O)C(C)(C)C	CC(C)O	[]	{'pH < 1, 100°C': 2, 'pH = 1, RT': 0, 'pH = 4, RT': 0, 'pH = 9, RT': 0, 'pH = 12, RT': 1, 'pH > 12, 100°C': 2}	{'LDA': 0, 'NEt3, Py': 0, 't-BuOK': 2, 'DCC': 0, 'SOCl2': 0}	{'RLi': 2, 'RMgX': 1, 'RCuLi': 0, 'Enolates': 1, 'NH3, RNH2': 2, 'NaOCH3': 1}	{'RCOCl': 0, 'RCHO': 0, 'CH3I': 0, ':CCl2': 0, 'Bu3SnH': 0}	{'H2 / Ni': 0, 'H2 / Rh': 0, 'Zn / HCl': 0, 'Na / NH3': 2, 'LiAlH4': 2, 'NaBH4': 0}	{'KMnO4': 0, 'OsO4': 0, 'CrO3 / Py': 0, 'RCOOOH': 0, 'I2, Br2, Cl2': 0, 'MnO2 / CH2Cl2': 0}	CC(C)(C)C(=O)Cl
hydroxyl_sem	hydroxyl	[O;D2:1]-;!@[C;D2;x2;z1][O;D2;x0][C;D2;z1;x1][C;D2;z1;x1][Si;D4;z1;x0]([C;D1])([C;D1])[C;D1]	[1]	[]	CC(C)OCOCC[Si](C)(C)C	CC(C)O	[]	None	None	None	None	None	None	ClCOCC[Si](C)(C)C
